Loan_ID,Issue_Date,Loan_Amount,Total_Received,Region,Loan_Status,Loan_Category,Amount_Category,Month_Year
LN-1739,2024-06-24 00:14:24.864864864,20000,19891.216120525125,Central,Fully Paid,Good Loan,Medium,2024-06
LN-1740,2024-06-24 17:46:40.000000000,10000,9655.21811048722,West,Current,Good Loan,Low,2024-06
LN-1741,2024-06-25 11:18:55.135135136,20000,17797.047005998513,West,Current,Good Loan,Medium,2024-06
LN-1742,2024-06-26 04:51:10.270270272,20000,20753.36359175358,North,Fully Paid,Good Loan,Medium,2024-06
LN-1743,2024-06-26 22:23:25.405405400,25000,25556.701529500537,East,Fully Paid,Good Loan,High,2024-06
LN-1744,2024-06-27 15:55:40.540540536,5000,4670.708728793505,South,Fully Paid,Good Loan,Low,2024-06
LN-1745,2024-06-28 09:27:55.675675672,20000,20946.170244106073,West,Fully Paid,Good Loan,Medium,2024-06
LN-1746,2024-06-29 03:00:10.810810808,15000,11735.04726022061,Central,Fully Paid,Good Loan,Medium,2024-06
LN-1747,2024-06-29 20:32:25.945945944,35000,26066.87467156819,Central,Charged Off,Bad Loan,High,2024-06
LN-1748,2024-06-30 14:04:41.081081080,5000,4039.4992230339794,East,Fully Paid,Good Loan,Low,2024-06
LN-1749,2024-07-01 07:36:56.216216216,5000,3614.1737121786296,West,Current,Good Loan,Low,2024-07
LN-1750,2024-07-02 01:09:11.351351352,5000,4562.339056002064,North,Fully Paid,Good Loan,Low,2024-07
LN-1751,2024-07-02 18:41:26.486486488,25000,26866.056922949618,Central,Fully Paid,Good Loan,High,2024-07
LN-1752,2024-07-03 12:13:41.621621616,20000,14314.748325348077,East,Current,Good Loan,Medium,2024-07
LN-1753,2024-07-04 05:45:56.756756752,25000,18721.09914010027,West,Charged Off,Bad Loan,High,2024-07
LN-1754,2024-07-04 23:18:11.891891888,20000,17617.592226267483,West,Fully Paid,Good Loan,Medium,2024-07
LN-1755,2024-07-05 16:50:27.027027024,25000,26838.750175279052,West,Fully Paid,Good Loan,High,2024-07
LN-1756,2024-07-06 10:22:42.162162160,25000,20661.561049767504,West,Fully Paid,Good Loan,High,2024-07
LN-1757,2024-07-07 03:54:57.297297296,35000,31601.287321637497,West,Fully Paid,Good Loan,High,2024-07
LN-1758,2024-07-07 21:27:12.432432432,15000,10749.437154302352,Central,Fully Paid,Good Loan,Medium,2024-07
LN-1759,2024-07-08 14:59:27.567567568,25000,18983.432009620887,East,Fully Paid,Good Loan,High,2024-07
LN-1760,2024-07-09 08:31:42.702702704,35000,38312.82172142386,West,Fully Paid,Good Loan,High,2024-07
LN-1761,2024-07-10 02:03:57.837837840,10000,10860.474785744183,South,Current,Good Loan,Low,2024-07
LN-1762,2024-07-10 19:36:12.972972968,15000,10529.639885606457,South,Fully Paid,Good Loan,Medium,2024-07
LN-1763,2024-07-11 13:08:28.108108104,25000,27018.117854232394,East,Fully Paid,Good Loan,High,2024-07
LN-1764,2024-07-12 06:40:43.243243240,5000,4778.239875631,North,Fully Paid,Good Loan,Low,2024-07
LN-1765,2024-07-13 00:12:58.378378376,10000,10471.67317808009,North,Current,Good Loan,Low,2024-07
LN-1766,2024-07-13 17:45:13.513513512,10000,8818.959422535436,North,Charged Off,Bad Loan,Low,2024-07
LN-1767,2024-07-14 11:17:28.648648648,35000,31718.344400109505,South,Fully Paid,Good Loan,High,2024-07
LN-1768,2024-07-15 04:49:43.783783784,10000,8955.386321027681,North,Current,Good Loan,Low,2024-07
LN-1769,2024-07-15 22:21:58.918918920,15000,14501.185545276627,Central,Fully Paid,Good Loan,Medium,2024-07
LN-1770,2024-07-16 15:54:14.054054056,25000,18896.51254756313,West,Fully Paid,Good Loan,High,2024-07
LN-1771,2024-07-17 09:26:29.189189184,25000,17799.73589872678,South,Fully Paid,Good Loan,High,2024-07
LN-1772,2024-07-18 02:58:44.324324320,5000,4115.859883182382,East,Fully Paid,Good Loan,Low,2024-07
LN-1773,2024-07-18 20:30:59.459459456,35000,34365.53067831306,East,Current,Good Loan,High,2024-07
LN-1774,2024-07-19 14:03:14.594594592,5000,3903.7069042458966,West,Charged Off,Bad Loan,Low,2024-07
LN-1775,2024-07-20 07:35:29.729729728,10000,9693.72973329967,South,Fully Paid,Good Loan,Low,2024-07
LN-1776,2024-07-21 01:07:44.864864864,5000,5439.824092214541,North,Fully Paid,Good Loan,Low,2024-07
LN-1777,2024-07-21 18:40:00.000000000,15000,11063.40429473651,North,Fully Paid,Good Loan,Medium,2024-07
LN-1778,2024-07-22 12:12:15.135135136,25000,24226.021182251265,Central,Fully Paid,Good Loan,High,2024-07
LN-1779,2024-07-23 05:44:30.270270272,10000,8775.000877218285,Central,Fully Paid,Good Loan,Low,2024-07
LN-1780,2024-07-23 23:16:45.405405400,5000,5236.284508755011,North,Fully Paid,Good Loan,Low,2024-07
LN-1781,2024-07-24 16:49:00.540540536,35000,26980.0970522634,East,Fully Paid,Good Loan,High,2024-07
LN-1782,2024-07-25 10:21:15.675675672,15000,14655.755713356986,East,Fully Paid,Good Loan,Medium,2024-07
LN-1783,2024-07-26 03:53:30.810810808,15000,15528.691737888661,Central,Fully Paid,Good Loan,Medium,2024-07
LN-1784,2024-07-26 21:25:45.945945944,5000,5389.228438948047,West,Fully Paid,Good Loan,Low,2024-07
LN-1785,2024-07-27 14:58:01.081081080,25000,24332.48028289646,North,Current,Good Loan,High,2024-07
LN-1786,2024-07-28 08:30:16.216216216,5000,4494.3495280168545,Central,Fully Paid,Good Loan,Low,2024-07
LN-1787,2024-07-29 02:02:31.351351352,10000,9471.388960804856,Central,Charged Off,Bad Loan,Low,2024-07
LN-1788,2024-07-29 19:34:46.486486488,5000,5237.8099689574365,North,Fully Paid,Good Loan,Low,2024-07
LN-1789,2024-07-30 13:07:01.621621616,15000,13923.658479832979,North,Current,Good Loan,Medium,2024-07
LN-1790,2024-07-31 06:39:16.756756752,5000,3560.7741193936736,East,Charged Off,Bad Loan,Low,2024-07
LN-1791,2024-08-01 00:11:31.891891888,25000,26809.486955069777,West,Current,Good Loan,High,2024-08
LN-1792,2024-08-01 17:43:47.027027024,35000,34153.37451444186,West,Fully Paid,Good Loan,High,2024-08
LN-1793,2024-08-02 11:16:02.162162160,20000,19412.107086217973,North,Current,Good Loan,Medium,2024-08
LN-1794,2024-08-03 04:48:17.297297296,5000,3931.3503047954346,South,Fully Paid,Good Loan,Low,2024-08
LN-1795,2024-08-03 22:20:32.432432432,25000,24088.854702326575,Central,Fully Paid,Good Loan,High,2024-08
LN-1796,2024-08-04 15:52:47.567567568,25000,21438.644056541583,Central,Fully Paid,Good Loan,High,2024-08
LN-1797,2024-08-05 09:25:02.702702704,35000,33617.26167858089,North,Fully Paid,Good Loan,High,2024-08
LN-1798,2024-08-06 02:57:17.837837832,15000,11139.558181847944,South,Fully Paid,Good Loan,Medium,2024-08
LN-1799,2024-08-06 20:29:32.972972968,25000,24078.45304603036,East,Charged Off,Bad Loan,High,2024-08
LN-1800,2024-08-07 14:01:48.108108104,25000,27494.13725770667,North,Current,Good Loan,High,2024-08
LN-1801,2024-08-08 07:34:03.243243240,25000,17982.12038860556,North,Fully Paid,Good Loan,High,2024-08
LN-1802,2024-08-09 01:06:18.378378376,25000,27271.741842213178,Central,Charged Off,Bad Loan,High,2024-08
LN-1803,2024-08-09 18:38:33.513513512,10000,8627.631842891482,North,Fully Paid,Good Loan,Low,2024-08
LN-1804,2024-08-10 12:10:48.648648648,10000,10483.013801349038,North,Charged Off,Bad Loan,Low,2024-08
LN-1805,2024-08-11 05:43:03.783783784,15000,15194.312904349643,North,Fully Paid,Good Loan,Medium,2024-08
LN-1806,2024-08-11 23:15:18.918918920,5000,4634.032521973336,Central,Fully Paid,Good Loan,Low,2024-08
LN-1807,2024-08-12 16:47:34.054054056,25000,24884.492092513265,East,Current,Good Loan,High,2024-08
LN-1808,2024-08-13 10:19:49.189189184,35000,36799.21785821887,East,Current,Good Loan,High,2024-08
LN-1809,2024-08-14 03:52:04.324324320,5000,4308.280643302066,North,Current,Good Loan,Low,2024-08
LN-1810,2024-08-14 21:24:19.459459456,35000,29078.464261885343,Central,Charged Off,Bad Loan,High,2024-08
LN-1811,2024-08-15 14:56:34.594594592,5000,4835.18677112717,East,Current,Good Loan,Low,2024-08
LN-1812,2024-08-16 08:28:49.729729728,15000,15347.075651647552,East,Fully Paid,Good Loan,Medium,2024-08
LN-1813,2024-08-17 02:01:04.864864864,25000,25122.85134776616,East,Charged Off,Bad Loan,High,2024-08
LN-1814,2024-08-17 19:33:20.000000000,25000,25478.136488586344,Central,Current,Good Loan,High,2024-08
LN-1815,2024-08-18 13:05:35.135135136,20000,17484.666518503465,Central,Fully Paid,Good Loan,Medium,2024-08
LN-1816,2024-08-19 06:37:50.270270272,35000,35949.67902645031,North,Charged Off,Bad Loan,High,2024-08
LN-1817,2024-08-20 00:10:05.405405400,5000,3740.4181107412164,West,Fully Paid,Good Loan,Low,2024-08
LN-1818,2024-08-20 17:42:20.540540536,5000,4588.978195921699,East,Current,Good Loan,Low,2024-08
LN-1819,2024-08-21 11:14:35.675675672,10000,7023.034641992486,West,Charged Off,Bad Loan,Low,2024-08
LN-1820,2024-08-22 04:46:50.810810808,20000,16596.686639202162,Central,Current,Good Loan,Medium,2024-08
LN-1821,2024-08-22 22:19:05.945945944,10000,8465.846139485591,Central,Current,Good Loan,Low,2024-08
LN-1822,2024-08-23 15:51:21.081081080,10000,8584.690766437023,Central,Current,Good Loan,Low,2024-08
LN-1823,2024-08-24 09:23:36.216216216,10000,9781.86882675945,West,Fully Paid,Good Loan,Low,2024-08
LN-1824,2024-08-25 02:55:51.351351352,35000,29939.81341778484,Central,Charged Off,Bad Loan,High,2024-08
LN-1825,2024-08-25 20:28:06.486486488,35000,30781.710716715428,North,Fully Paid,Good Loan,High,2024-08
LN-1826,2024-08-26 14:00:21.621621616,15000,11925.264785245965,Central,Fully Paid,Good Loan,Medium,2024-08
LN-1827,2024-08-27 07:32:36.756756752,15000,12739.51074977604,South,Fully Paid,Good Loan,Medium,2024-08
LN-1828,2024-08-28 01:04:51.891891888,10000,7909.078509052606,West,Fully Paid,Good Loan,Low,2024-08
LN-1829,2024-08-28 18:37:07.027027024,20000,14585.56739014755,South,Fully Paid,Good Loan,Medium,2024-08
LN-1830,2024-08-29 12:09:22.162162160,5000,4706.897186762756,Central,Current,Good Loan,Low,2024-08
LN-1831,2024-08-30 05:41:37.297297296,35000,33854.97917977023,North,Fully Paid,Good Loan,High,2024-08
LN-1832,2024-08-30 23:13:52.432432432,20000,18955.922768076915,East,Fully Paid,Good Loan,Medium,2024-08
LN-1833,2024-08-31 16:46:07.567567568,25000,22134.940438005724,Central,Fully Paid,Good Loan,High,2024-08
LN-1834,2024-09-01 10:18:22.702702704,35000,29817.000922509214,North,Fully Paid,Good Loan,High,2024-09
LN-1835,2024-09-02 03:50:37.837837832,35000,36586.67109400555,West,Fully Paid,Good Loan,High,2024-09
LN-1836,2024-09-02 21:22:52.972972968,15000,13614.49071081731,South,Fully Paid,Good Loan,Medium,2024-09
LN-1837,2024-09-03 14:55:08.108108104,5000,4458.363755259463,South,Fully Paid,Good Loan,Low,2024-09
LN-1838,2024-09-04 08:27:23.243243240,5000,3551.284131612871,South,Fully Paid,Good Loan,Low,2024-09
LN-1839,2024-09-05 01:59:38.378378376,25000,20912.478276261565,West,Fully Paid,Good Loan,High,2024-09
LN-1840,2024-09-05 19:31:53.513513512,25000,21301.95618785857,North,Fully Paid,Good Loan,High,2024-09
LN-1841,2024-09-06 13:04:08.648648648,35000,30083.518932556606,West,Fully Paid,Good Loan,High,2024-09
LN-1842,2024-09-07 06:36:23.783783784,10000,9320.689476909329,South,Current,Good Loan,Low,2024-09
LN-1843,2024-09-08 00:08:38.918918920,15000,13701.615280361271,Central,Current,Good Loan,Medium,2024-09
LN-1844,2024-09-08 17:40:54.054054056,15000,14147.430556760668,East,Fully Paid,Good Loan,Medium,2024-09
LN-1845,2024-09-09 11:13:09.189189184,35000,35208.3656615898,West,Charged Off,Bad Loan,High,2024-09
LN-1846,2024-09-10 04:45:24.324324320,20000,20503.88590972875,West,Fully Paid,Good Loan,Medium,2024-09
LN-1847,2024-09-10 22:17:39.459459456,10000,9872.492304905978,North,Fully Paid,Good Loan,Low,2024-09
LN-1848,2024-09-11 15:49:54.594594592,35000,37877.33174336909,North,Charged Off,Bad Loan,High,2024-09
LN-1849,2024-09-12 09:22:09.729729728,10000,7072.930330705446,West,Fully Paid,Good Loan,Low,2024-09
LN-1850,2024-09-13 02:54:24.864864864,10000,7783.111942734185,South,Charged Off,Bad Loan,Low,2024-09
LN-1851,2024-09-13 20:26:40.000000000,10000,7030.251499912568,East,Fully Paid,Good Loan,Low,2024-09
LN-1852,2024-09-14 13:58:55.135135136,35000,33564.645998164444,North,Fully Paid,Good Loan,High,2024-09
LN-1853,2024-09-15 07:31:10.270270272,15000,15888.183293699924,South,Fully Paid,Good Loan,Medium,2024-09
LN-1854,2024-09-16 01:03:25.405405400,15000,11960.893779457796,Central,Current,Good Loan,Medium,2024-09
LN-1855,2024-09-16 18:35:40.540540536,10000,10708.138179185227,North,Fully Paid,Good Loan,Low,2024-09
LN-1856,2024-09-17 12:07:55.675675672,20000,14482.139122316486,South,Current,Good Loan,Medium,2024-09
LN-1857,2024-09-18 05:40:10.810810808,5000,5368.872053611029,South,Fully Paid,Good Loan,Low,2024-09
LN-1858,2024-09-18 23:12:25.945945944,35000,29422.71762135488,East,Fully Paid,Good Loan,High,2024-09
LN-1859,2024-09-19 16:44:41.081081080,5000,3702.841656898433,East,Fully Paid,Good Loan,Low,2024-09
LN-1860,2024-09-20 10:16:56.216216216,20000,17886.974073490608,Central,Fully Paid,Good Loan,Medium,2024-09
LN-1861,2024-09-21 03:49:11.351351352,35000,28094.87194808711,South,Charged Off,Bad Loan,High,2024-09
LN-1862,2024-09-21 21:21:26.486486488,10000,8139.491607847691,South,Fully Paid,Good Loan,Low,2024-09
LN-1863,2024-09-22 14:53:41.621621616,15000,12343.73978955772,East,Current,Good Loan,Medium,2024-09
LN-1864,2024-09-23 08:25:56.756756752,5000,5106.0517956653275,North,Current,Good Loan,Low,2024-09
LN-1865,2024-09-24 01:58:11.891891888,25000,22891.612766752543,North,Fully Paid,Good Loan,High,2024-09
LN-1866,2024-09-24 19:30:27.027027024,25000,20613.076991560036,West,Fully Paid,Good Loan,High,2024-09
LN-1867,2024-09-25 13:02:42.162162160,20000,18882.67026648735,East,Fully Paid,Good Loan,Medium,2024-09
LN-1868,2024-09-26 06:34:57.297297296,10000,9864.602696892774,West,Fully Paid,Good Loan,Low,2024-09
LN-1869,2024-09-27 00:07:12.432432432,5000,4045.2480014670678,East,Fully Paid,Good Loan,Low,2024-09
LN-1870,2024-09-27 17:39:27.567567568,10000,8654.196406101406,Central,Fully Paid,Good Loan,Low,2024-09
LN-1871,2024-09-28 11:11:42.702702704,5000,3743.772186673895,South,Fully Paid,Good Loan,Low,2024-09
LN-1872,2024-09-29 04:43:57.837837832,20000,15449.194796277441,Central,Fully Paid,Good Loan,Medium,2024-09
LN-1873,2024-09-29 22:16:12.972972968,20000,19448.942831719865,East,Fully Paid,Good Loan,Medium,2024-09
LN-1874,2024-09-30 15:48:28.108108104,25000,19314.383476956267,South,Fully Paid,Good Loan,High,2024-09
LN-1875,2024-10-01 09:20:43.243243240,10000,9100.653534668241,North,Current,Good Loan,Low,2024-10
LN-1876,2024-10-02 02:52:58.378378376,35000,34426.64766411406,North,Current,Good Loan,High,2024-10
LN-1877,2024-10-02 20:25:13.513513512,25000,18568.769230947437,West,Fully Paid,Good Loan,High,2024-10
LN-1878,2024-10-03 13:57:28.648648648,10000,9269.248878515615,East,Fully Paid,Good Loan,Low,2024-10
LN-1879,2024-10-04 07:29:43.783783784,25000,20065.62783701364,East,Current,Good Loan,High,2024-10
LN-1880,2024-10-05 01:01:58.918918920,35000,37980.976253326124,North,Fully Paid,Good Loan,High,2024-10
LN-1881,2024-10-05 18:34:14.054054056,15000,13401.27388031955,Central,Current,Good Loan,Medium,2024-10
LN-1882,2024-10-06 12:06:29.189189184,15000,15335.95529865095,South,Fully Paid,Good Loan,Medium,2024-10
LN-1883,2024-10-07 05:38:44.324324320,15000,13801.359252937571,Central,Fully Paid,Good Loan,Medium,2024-10
LN-1884,2024-10-07 23:10:59.459459456,15000,10760.475197128913,Central,Fully Paid,Good Loan,Medium,2024-10
LN-1885,2024-10-08 16:43:14.594594592,5000,4766.3027511880455,North,Fully Paid,Good Loan,Low,2024-10
LN-1886,2024-10-09 10:15:29.729729728,15000,16208.420053239945,North,Fully Paid,Good Loan,Medium,2024-10
LN-1887,2024-10-10 03:47:44.864864864,35000,32922.56548204864,North,Fully Paid,Good Loan,High,2024-10
LN-1888,2024-10-10 21:20:00.000000000,20000,20553.510875414322,West,Current,Good Loan,Medium,2024-10
LN-1889,2024-10-11 14:52:15.135135136,20000,21073.651706787263,Central,Charged Off,Bad Loan,Medium,2024-10
LN-1890,2024-10-12 08:24:30.270270272,5000,3956.1595438978648,East,Fully Paid,Good Loan,Low,2024-10
LN-1891,2024-10-13 01:56:45.405405400,15000,11772.26903944936,South,Current,Good Loan,Medium,2024-10
LN-1892,2024-10-13 19:29:00.540540536,15000,14165.885933105952,West,Fully Paid,Good Loan,Medium,2024-10
LN-1893,2024-10-14 13:01:15.675675672,15000,12966.170818840228,East,Fully Paid,Good Loan,Medium,2024-10
LN-1894,2024-10-15 06:33:30.810810808,25000,25898.613028667205,Central,Current,Good Loan,High,2024-10
LN-1895,2024-10-16 00:05:45.945945944,10000,10600.092493592047,North,Fully Paid,Good Loan,Low,2024-10
LN-1896,2024-10-16 17:38:01.081081080,25000,21034.213793027182,Central,Fully Paid,Good Loan,High,2024-10
LN-1897,2024-10-17 11:10:16.216216216,10000,7947.482235897928,South,Fully Paid,Good Loan,Low,2024-10
LN-1898,2024-10-18 04:42:31.351351352,15000,15183.153091463173,West,Fully Paid,Good Loan,Medium,2024-10
LN-1899,2024-10-18 22:14:46.486486488,15000,12148.836213288818,West,Charged Off,Bad Loan,Medium,2024-10
LN-1900,2024-10-19 15:47:01.621621616,25000,25726.143185136785,South,Charged Off,Bad Loan,High,2024-10
LN-1901,2024-10-20 09:19:16.756756752,25000,21737.38253648763,East,Current,Good Loan,High,2024-10
LN-1902,2024-10-21 02:51:31.891891888,10000,9670.199597165883,East,Current,Good Loan,Low,2024-10
LN-1903,2024-10-21 20:23:47.027027024,20000,14764.282510677345,West,Fully Paid,Good Loan,Medium,2024-10
LN-1904,2024-10-22 13:56:02.162162160,10000,9495.437298706292,West,Fully Paid,Good Loan,Low,2024-10
LN-1905,2024-10-23 07:28:17.297297296,25000,22017.676787372293,North,Fully Paid,Good Loan,High,2024-10
LN-1906,2024-10-24 01:00:32.432432432,35000,32712.51848445664,East,Fully Paid,Good Loan,High,2024-10
LN-1907,2024-10-24 18:32:47.567567568,25000,19180.142077448632,South,Fully Paid,Good Loan,High,2024-10
LN-1908,2024-10-25 12:05:02.702702704,35000,34816.23242921855,East,Charged Off,Bad Loan,High,2024-10
LN-1909,2024-10-26 05:37:17.837837832,5000,5225.594155086457,North,Fully Paid,Good Loan,Low,2024-10
LN-1910,2024-10-26 23:09:32.972972968,25000,19667.398000907757,West,Fully Paid,Good Loan,High,2024-10
LN-1911,2024-10-27 16:41:48.108108104,5000,3691.429111040323,West,Fully Paid,Good Loan,Low,2024-10
LN-1912,2024-10-28 10:14:03.243243240,20000,14189.10868837069,North,Fully Paid,Good Loan,Medium,2024-10
LN-1913,2024-10-29 03:46:18.378378376,10000,9567.886001773066,South,Current,Good Loan,Low,2024-10
LN-1914,2024-10-29 21:18:33.513513512,35000,32999.31650524293,West,Fully Paid,Good Loan,High,2024-10
LN-1915,2024-10-30 14:50:48.648648648,10000,9186.78965085628,Central,Fully Paid,Good Loan,Low,2024-10
LN-1916,2024-10-31 08:23:03.783783784,5000,3963.894192231951,West,Current,Good Loan,Low,2024-10
LN-1917,2024-11-01 01:55:18.918918920,35000,29972.683942677206,Central,Fully Paid,Good Loan,High,2024-11
LN-1918,2024-11-01 19:27:34.054054048,10000,9377.905340744692,North,Fully Paid,Good Loan,Low,2024-11
LN-1919,2024-11-02 12:59:49.189189184,25000,22467.668588591692,North,Current,Good Loan,High,2024-11
LN-1920,2024-11-03 06:32:04.324324320,15000,16426.713121289325,West,Current,Good Loan,Medium,2024-11
LN-1921,2024-11-04 00:04:19.459459456,5000,3772.879505113466,East,Fully Paid,Good Loan,Low,2024-11
LN-1922,2024-11-04 17:36:34.594594592,10000,9780.578216190375,Central,Current,Good Loan,Low,2024-11
LN-1923,2024-11-05 11:08:49.729729728,5000,4308.637536208585,South,Current,Good Loan,Low,2024-11
LN-1924,2024-11-06 04:41:04.864864864,5000,4356.399229851229,West,Fully Paid,Good Loan,Low,2024-11
LN-1925,2024-11-06 22:13:20.000000000,35000,34546.36871921447,South,Charged Off,Bad Loan,High,2024-11
LN-1926,2024-11-07 15:45:35.135135136,35000,34194.106118541175,West,Current,Good Loan,High,2024-11
LN-1927,2024-11-08 09:17:50.270270272,15000,16447.535962213133,East,Current,Good Loan,Medium,2024-11
LN-1928,2024-11-09 02:50:05.405405400,25000,18783.942894541255,East,Current,Good Loan,High,2024-11
LN-1929,2024-11-09 20:22:20.540540536,5000,3708.2192987683325,East,Fully Paid,Good Loan,Low,2024-11
LN-1930,2024-11-10 13:54:35.675675672,10000,9897.355268514964,East,Fully Paid,Good Loan,Low,2024-11
LN-1931,2024-11-11 07:26:50.810810808,20000,18627.095336051272,North,Fully Paid,Good Loan,Medium,2024-11
LN-1932,2024-11-12 00:59:05.945945944,5000,4048.3213331196116,North,Fully Paid,Good Loan,Low,2024-11
LN-1933,2024-11-12 18:31:21.081081080,5000,3658.838737977973,Central,Fully Paid,Good Loan,Low,2024-11
LN-1934,2024-11-13 12:03:36.216216216,15000,11013.949497578584,South,Charged Off,Bad Loan,Medium,2024-11
LN-1935,2024-11-14 05:35:51.351351352,25000,26441.908746641184,West,Current,Good Loan,High,2024-11
LN-1936,2024-11-14 23:08:06.486486488,20000,15534.938597749942,West,Fully Paid,Good Loan,Medium,2024-11
LN-1937,2024-11-15 16:40:21.621621616,35000,29027.20186961729,North,Charged Off,Bad Loan,High,2024-11
LN-1938,2024-11-16 10:12:36.756756752,35000,27673.189631177833,West,Current,Good Loan,High,2024-11
LN-1939,2024-11-17 03:44:51.891891888,10000,8419.985223327749,North,Fully Paid,Good Loan,Low,2024-11
LN-1940,2024-11-17 21:17:07.027027024,20000,14555.390741968746,Central,Fully Paid,Good Loan,Medium,2024-11
LN-1941,2024-11-18 14:49:22.162162160,35000,31766.837072715785,South,Fully Paid,Good Loan,High,2024-11
LN-1942,2024-11-19 08:21:37.297297296,10000,7270.450254368859,Central,Current,Good Loan,Low,2024-11
LN-1943,2024-11-20 01:53:52.432432432,25000,25503.565078223615,East,Fully Paid,Good Loan,High,2024-11
LN-1944,2024-11-20 19:26:07.567567568,10000,7934.848327641733,East,Current,Good Loan,Low,2024-11
LN-1945,2024-11-21 12:58:22.702702704,35000,32060.166804463148,East,Fully Paid,Good Loan,High,2024-11
LN-1946,2024-11-22 06:30:37.837837832,15000,15780.474525368749,Central,Current,Good Loan,Medium,2024-11
LN-1947,2024-11-23 00:02:52.972972968,15000,14405.264214283166,West,Current,Good Loan,Medium,2024-11
LN-1948,2024-11-23 17:35:08.108108104,15000,13697.746719308012,South,Current,Good Loan,Medium,2024-11
LN-1949,2024-11-24 11:07:23.243243240,35000,29040.672543615256,East,Charged Off,Bad Loan,High,2024-11
LN-1950,2024-11-25 04:39:38.378378376,15000,12498.011478349186,East,Current,Good Loan,Medium,2024-11
LN-1951,2024-11-25 22:11:53.513513512,20000,19355.89564158552,East,Charged Off,Bad Loan,Medium,2024-11
LN-1952,2024-11-26 15:44:08.648648648,25000,27441.39361221168,South,Charged Off,Bad Loan,High,2024-11
LN-1953,2024-11-27 09:16:23.783783784,10000,9647.356759397515,East,Current,Good Loan,Low,2024-11
LN-1954,2024-11-28 02:48:38.918918920,10000,9231.133669480101,South,Current,Good Loan,Low,2024-11
LN-1955,2024-11-28 20:20:54.054054048,35000,34729.10714334944,East,Fully Paid,Good Loan,High,2024-11
LN-1956,2024-11-29 13:53:09.189189184,15000,13291.233673702309,Central,Fully Paid,Good Loan,Medium,2024-11
LN-1957,2024-11-30 07:25:24.324324320,15000,10860.85405560471,Central,Fully Paid,Good Loan,Medium,2024-11
LN-1958,2024-12-01 00:57:39.459459456,5000,4624.59363175582,South,Fully Paid,Good Loan,Low,2024-12
LN-1959,2024-12-01 18:29:54.594594592,25000,27076.252845053805,Central,Fully Paid,Good Loan,High,2024-12
LN-1960,2024-12-02 12:02:09.729729728,20000,15402.423538861276,South,Charged Off,Bad Loan,Medium,2024-12
LN-1961,2024-12-03 05:34:24.864864864,10000,9760.019563282664,Central,Charged Off,Bad Loan,Low,2024-12
LN-1962,2024-12-03 23:06:40.000000000,5000,3901.8673773181126,Central,Current,Good Loan,Low,2024-12
LN-1963,2024-12-04 16:38:55.135135136,5000,4571.6553689461625,South,Fully Paid,Good Loan,Low,2024-12
LN-1964,2024-12-05 10:11:10.270270272,35000,25853.470295054074,West,Fully Paid,Good Loan,High,2024-12
LN-1965,2024-12-06 03:43:25.405405400,10000,8801.483745032741,Central,Fully Paid,Good Loan,Low,2024-12
LN-1966,2024-12-06 21:15:40.540540536,35000,35086.286604533445,East,Fully Paid,Good Loan,High,2024-12
LN-1967,2024-12-07 14:47:55.675675672,20000,16780.572193911856,West,Fully Paid,Good Loan,Medium,2024-12
LN-1968,2024-12-08 08:20:10.810810808,5000,4829.823448974436,South,Fully Paid,Good Loan,Low,2024-12
LN-1969,2024-12-09 01:52:25.945945944,5000,5090.899921579459,West,Charged Off,Bad Loan,Low,2024-12
LN-1970,2024-12-09 19:24:41.081081080,25000,26771.778194794526,North,Current,Good Loan,High,2024-12
LN-1971,2024-12-10 12:56:56.216216216,20000,15877.136654843629,North,Fully Paid,Good Loan,Medium,2024-12
LN-1972,2024-12-11 06:29:11.351351352,5000,4298.631831618616,Central,Fully Paid,Good Loan,Low,2024-12
LN-1973,2024-12-12 00:01:26.486486488,20000,15219.32810664334,Central,Fully Paid,Good Loan,Medium,2024-12
LN-1974,2024-12-12 17:33:41.621621616,10000,10969.934008633501,East,Fully Paid,Good Loan,Low,2024-12
LN-1975,2024-12-13 11:05:56.756756752,15000,16062.005807545775,West,Charged Off,Bad Loan,Medium,2024-12
LN-1976,2024-12-14 04:38:11.891891888,5000,4579.91426056112,North,Fully Paid,Good Loan,Low,2024-12
LN-1977,2024-12-14 22:10:27.027027024,25000,25920.332943764213,Central,Fully Paid,Good Loan,High,2024-12
LN-1978,2024-12-15 15:42:42.162162160,10000,9083.831909088169,West,Fully Paid,Good Loan,Low,2024-12
LN-1979,2024-12-16 09:14:57.297297296,20000,18988.68550402208,Central,Fully Paid,Good Loan,Medium,2024-12
LN-1980,2024-12-17 02:47:12.432432432,35000,25747.742049624234,Central,Fully Paid,Good Loan,High,2024-12
LN-1981,2024-12-17 20:19:27.567567568,10000,10021.081681987233,North,Current,Good Loan,Low,2024-12
LN-1982,2024-12-18 13:51:42.702702704,5000,3755.4269672704695,North,Current,Good Loan,Low,2024-12
LN-1983,2024-12-19 07:23:57.837837832,20000,20608.54104202023,Central,Fully Paid,Good Loan,Medium,2024-12
LN-1984,2024-12-20 00:56:12.972972968,15000,15192.168526022317,South,Fully Paid,Good Loan,Medium,2024-12
LN-1985,2024-12-20 18:28:28.108108104,10000,9834.978790971907,Central,Fully Paid,Good Loan,Low,2024-12
